,id disease,id symptom,rate
353,53,259,5%-29%
354,53,283,5%-29%
355,53,643,5%-29%
356,53,261,5%-29%
357,53,117,5%-29%
358,53,334,5%-29%
359,53,229,5%-29%
360,53,107,5%-29%
361,53,654,5%-29%
362,53,578,5%-29%
363,53,29,5%-29%
364,53,656,1%-4%
365,53,352,1%-4%
366,53,273,1%-4%
367,53,682,
368,53,407,
369,53,115,
370,53,310,
371,53,101,
372,53,397,
373,53,53,
374,53,154,
375,53,521,
376,53,304,
377,53,106,
378,53,775,
379,53,299,
380,53,320,
381,53,232,
382,53,233,
383,53,691,
384,53,322,
385,54,765,
386,54,11,
387,54,292,
388,54,231,
389,54,413,
390,55,98,5%-29%
391,55,640,
392,55,115,
393,55,677,
394,56,593,80%-99%
395,56,717,80%-99%
396,56,417,80%-99%
397,56,54,80%-99%
398,56,56,80%-99%
399,56,39,80%-99%
400,56,484,80%-99%
401,56,28,80%-99%
402,56,350,30%-79%
403,56,261,30%-79%
404,56,434,30%-79%
405,56,40,30%-79%
406,56,26,30%-79%
407,56,660,5%-29%
408,56,67,5%-29%
409,56,273,5%-29%
410,56,409,5%-29%
411,56,44,5%-29%
412,56,81,5%-29%
413,56,11,
414,56,100,
415,56,292,
416,56,680,
417,56,293,
418,56,398,
419,56,104,
420,56,710,
421,56,116,
422,56,610,
423,56,479,
424,56,156,
425,56,265,
426,56,37,
427,56,229,
428,56,785,
429,56,543,
430,57,294,80%-99%
431,57,170,80%-99%
432,57,486,30%-79%
433,57,11,
434,59,254,
435,59,115,
436,59,490,
437,59,167,
438,59,147,
439,60,348,
440,60,115,
441,60,766,
442,61,516,80%-99%
443,61,236,80%-99%
444,61,54,80%-99%
445,61,539,80%-99%
446,61,504,80%-99%
447,61,56,80%-99%
448,61,745,80%-99%
449,61,37,80%-99%
450,61,481,80%-99%
451,61,766,80%-99%
452,61,547,80%-99%
453,61,253,80%-99%
454,61,275,80%-99%
455,61,717,30%-79%
456,61,294,30%-79%
457,61,352,30%-79%
458,61,634,30%-79%
459,61,273,30%-79%
460,61,288,30%-79%
461,61,265,30%-79%
462,61,229,30%-79%
463,61,26,30%-79%
464,61,413,30%-79%
465,61,557,5%-29%
466,61,380,5%-29%
467,61,68,5%-29%
468,61,643,5%-29%
469,61,777,5%-29%
470,61,672,5%-29%
471,61,28,5%-29%
472,61,115,
473,61,308,
474,61,490,
475,61,102,
476,61,491,
477,61,710,
478,61,567,
479,61,106,
480,61,39,
481,61,574,
482,61,846,
483,61,810,
484,61,113,
485,62,748,80%-99%
486,62,158,80%-99%
487,62,151,30%-79%
488,62,279,30%-79%
489,62,280,30%-79%
490,62,534,30%-79%
491,62,238,30%-79%
492,62,289,30%-79%
493,62,766,30%-79%
494,62,879,30%-79%
495,62,715,5%-29%
496,62,215,5%-29%
497,62,824,5%-29%
498,62,100,5%-29%
499,62,396,5%-29%
500,62,210,5%-29%
501,62,283,5%-29%
502,62,54,5%-29%
503,62,146,5%-29%
504,62,383,5%-29%
505,62,341,5%-29%
506,62,229,5%-29%
507,62,230,5%-29%
508,62,80,5%-29%
509,62,321,5%-29%
510,62,44,5%-29%
511,62,810,5%-29%
512,62,302,5%-29%
513,62,413,5%-29%
514,62,112,5%-29%
515,62,417,1%-4%
516,62,28,1%-4%
517,62,113,1%-4%
518,62,278,
519,62,380,
520,62,11,
521,62,56,
522,62,785,
523,62,26,
524,62,681,
525,64,379,
526,64,885,
527,64,412,
528,64,11,
529,64,533,
530,64,100,
531,64,65,
532,64,643,
533,64,261,
534,64,237,
535,64,251,
536,64,588,
537,64,28,
538,66,418,80%-99%
539,66,104,30%-79%
540,66,54,30%-79%
541,66,805,30%-79%
542,66,56,30%-79%
543,66,34,5%-29%
544,66,562,5%-29%
545,66,874,5%-29%
546,66,146,5%-29%
547,66,457,5%-29%
548,66,78,5%-29%
549,66,544,5%-29%
550,66,809,5%-29%
551,66,43,5%-29%
552,66,28,5%-29%
553,66,578,5%-29%
554,66,668,5%-29%
555,66,151,1%-4%
556,66,594,1%-4%
557,66,13,1%-4%
558,66,2,1%-4%
559,66,623,1%-4%
560,66,239,1%-4%
561,66,434,1%-4%
562,66,168,1%-4%
563,66,675,1%-4%
564,66,158,1%-4%
565,66,11,
566,66,4,
567,66,73,
568,66,785,
569,66,60,
570,66,129,
571,66,202,
572,67,352,5%-29%
573,67,842,5%-29%
574,67,39,5%-29%
575,67,619,5%-29%
576,67,151,
577,67,11,
578,69,950,30%-79%
579,69,4,30%-79%
580,69,39,30%-79%
581,69,619,30%-79%
582,69,558,5%-29%
583,69,33,5%-29%
584,69,560,5%-29%
585,69,621,5%-29%
586,69,352,5%-29%
587,69,65,5%-29%
588,69,13,5%-29%
589,69,518,5%-29%
590,69,122,5%-29%
591,69,609,5%-29%
592,69,373,5%-29%
593,69,696,5%-29%
594,69,543,5%-29%
595,69,578,5%-29%
596,69,11,
597,69,949,
598,69,710,
599,69,54,
600,69,26,
601,70,447,
602,70,11,
603,70,819,
604,70,352,
605,70,92,
606,70,104,
607,70,67,
608,70,418,
609,70,710,
610,70,54,
611,70,373,
612,70,39,
613,70,543,
614,70,321,
615,70,26,
616,72,705,80%-99%
617,72,235,30%-79%
618,72,698,30%-79%
619,72,114,5%-29%
620,72,100,5%-29%
621,72,419,5%-29%
622,72,273,5%-29%
623,72,646,5%-29%
624,72,681,5%-29%
625,72,244,5%-29%
626,72,678,
627,72,11,
628,72,680,
629,75,590,30%-79%
630,75,162,30%-79%
631,75,143,30%-79%
632,75,518,30%-79%
633,75,612,30%-79%
634,75,74,30%-79%
635,75,543,30%-79%
636,75,458,30%-79%
637,75,149,30%-79%
638,75,449,5%-29%
639,75,916,5%-29%
640,75,964,5%-29%
641,75,559,5%-29%
642,75,665,5%-29%
643,75,451,5%-29%
644,75,53,5%-29%
645,75,491,5%-29%
646,75,66,5%-29%
647,75,4,5%-29%
648,75,524,5%-29%
649,75,73,5%-29%
650,75,437,5%-29%
651,75,129,5%-29%
652,75,338,5%-29%
653,75,45,1%-4%
654,75,842,1%-4%
655,75,429,
656,75,11,
657,75,163,
658,75,460,
659,75,41,
660,75,60,
661,75,981,
662,75,26,
663,75,578,
664,78,115,
665,79,1046,
666,79,11,
667,79,332,
668,79,973,
669,82,458,1%-4%
670,82,11,
671,83,197,100%
672,83,118,30%-79%
673,83,449,30%-79%
674,83,329,30%-79%
675,83,69,30%-79%
676,83,508,30%-79%
677,83,73,30%-79%
678,83,57,30%-79%
679,83,338,30%-79%
680,83,119,5%-29%
681,83,115,
682,84,717,80%-99%
683,84,695,80%-99%
684,84,37,80%-99%
685,84,26,80%-99%
686,84,28,80%-99%
687,84,668,80%-99%
688,84,644,30%-79%
689,84,406,30%-79%
690,84,868,30%-79%
691,84,565,30%-79%
692,84,434,30%-79%
693,84,94,30%-79%
694,84,321,30%-79%
695,84,302,30%-79%
696,84,660,5%-29%
697,84,263,5%-29%
698,84,286,5%-29%
699,84,236,
700,84,54,
701,84,261,
702,84,878,
703,84,400,
704,84,40,
705,84,344,
706,84,709,
707,84,29,
708,84,677,
709,85,235,80%-99%
710,85,124,80%-99%
711,85,280,30%-79%
712,85,906,30%-79%
713,85,137,30%-79%
714,85,487,5%-29%
715,85,881,5%-29%
716,85,671,5%-29%
717,85,363,5%-29%
718,85,11,
719,87,115,
720,87,299,
721,88,115,
722,89,811,
723,89,115,
724,91,717,80%-99%
725,91,821,80%-99%
726,91,54,80%-99%
727,91,56,80%-99%
728,91,37,80%-99%
729,91,26,80%-99%
730,91,593,5%-29%
731,91,363,5%-29%
732,91,434,5%-29%
733,91,302,5%-29%
734,91,429,
735,91,11,
736,91,904,
737,91,921,
738,91,91,
739,91,154,
740,91,418,
741,91,710,
742,91,261,
743,91,273,
744,91,296,
745,91,1040,
746,91,251,
747,91,400,
748,91,362,
749,91,785,
750,91,1088,
751,91,149,
752,91,436,
753,91,60,
754,91,981,
755,91,80,
756,91,321,
757,91,1044,
758,91,243,
759,91,578,
760,91,709,
761,91,269,
762,94,308,80%-99%
763,94,90,80%-99%
764,94,102,80%-99%
765,94,283,80%-99%
766,94,890,80%-99%
767,94,635,80%-99%
768,94,304,80%-99%
769,94,37,80%-99%
770,94,713,80%-99%
771,94,243,80%-99%
772,94,275,80%-99%
773,94,28,80%-99%
774,94,276,80%-99%
775,94,688,80%-99%
776,94,644,30%-79%
777,94,1093,30%-79%
778,94,236,30%-79%
779,94,351,30%-79%
780,94,67,30%-79%
781,94,228,30%-79%
782,94,289,30%-79%
783,94,280,5%-29%
784,94,263,5%-29%
785,94,286,5%-29%
786,94,298,5%-29%
787,94,654,5%-29%
788,94,734,5%-29%
789,94,394,5%-29%
790,94,115,
791,94,301,
792,94,323,
793,95,11,
794,96,593,30%-79%
795,96,985,30%-79%
796,96,329,30%-79%
797,96,53,30%-79%
798,96,608,30%-79%
799,96,934,30%-79%
800,96,1001,5%-29%
801,96,559,5%-29%
802,96,293,5%-29%
803,96,1036,5%-29%
804,96,442,5%-29%
805,96,434,5%-29%
806,96,458,5%-29%
807,96,667,5%-29%
808,96,669,5%-29%
809,96,151,
810,96,33,
811,96,11,
812,96,665,
813,96,631,
814,97,33,80%-99%
815,97,434,80%-99%
816,97,53,30%-79%
817,97,125,30%-79%
818,97,56,5%-29%
819,97,1147,5%-29%
820,97,115,
821,97,1039,
822,97,57,
823,97,526,
824,99,11,
825,99,868,
826,99,1122,
827,99,65,
828,99,491,
829,99,103,
830,99,643,
831,99,4,
832,99,1085,
833,99,1012,
834,99,56,
835,99,409,
836,99,585,
837,99,785,
838,99,937,
839,99,616,
840,99,26,
841,99,81,
842,99,129,
843,99,1091,
844,99,202,
845,101,535,80%-99%
846,101,351,80%-99%
847,101,213,80%-99%
848,101,275,80%-99%
849,101,28,80%-99%
850,101,529,80%-99%
851,101,889,30%-79%
852,101,540,30%-79%
853,101,696,5%-29%
854,101,267,5%-29%
855,101,298,5%-29%
856,101,321,5%-29%
857,101,11,
858,101,308,
859,101,208,
860,101,227,
861,101,586,
862,101,647,
863,101,759,
864,102,67,80%-99%
865,102,56,80%-99%
866,102,265,80%-99%
867,102,233,80%-99%
868,102,660,30%-79%
869,102,100,30%-79%
870,102,292,30%-79%
871,102,236,30%-79%
872,102,890,30%-79%
873,102,273,30%-79%
874,102,240,30%-79%
875,102,263,30%-79%
876,102,228,30%-79%
877,102,760,30%-79%
878,102,269,30%-79%
879,102,234,5%-29%
880,102,380,5%-29%
881,102,272,5%-29%
882,102,396,5%-29%
883,102,417,5%-29%
884,102,283,5%-29%
885,102,524,5%-29%
886,102,911,5%-29%
887,102,39,5%-29%
888,102,26,5%-29%
889,102,112,5%-29%
890,102,650,5%-29%
891,102,113,5%-29%
892,102,11,
893,102,730,
894,102,54,
895,102,116,
896,102,362,
897,102,106,
898,102,108,
899,102,274,
900,103,278,80%-99%
901,103,468,80%-99%
902,103,536,80%-99%
903,103,357,80%-99%
904,103,288,80%-99%
905,103,696,80%-99%
906,103,229,80%-99%
907,103,1184,80%-99%
908,103,95,80%-99%
909,103,232,80%-99%
910,103,243,80%-99%
911,103,1185,80%-99%
912,103,529,80%-99%
913,103,445,80%-99%
914,103,286,30%-79%
915,103,277,30%-79%
916,103,114,5%-29%
917,103,115,
918,103,11,
919,103,247,
920,103,248,
921,103,100,
922,103,397,
923,103,1190,
924,103,239,
925,103,227,
926,103,869,
927,103,1195,
928,103,870,
929,103,341,
930,103,213,
931,103,574,
932,103,43,
933,103,1203,
934,104,278,30%-79%
935,104,308,30%-79%
936,104,397,30%-79%
937,104,357,30%-79%
938,104,643,30%-79%
939,104,805,30%-79%
940,104,586,30%-79%
941,104,696,30%-79%
942,104,1238,30%-79%
943,104,1201,30%-79%
944,104,1046,5%-29%
945,104,419,5%-29%
946,104,1118,5%-29%
947,104,703,5%-29%
948,104,115,
949,104,85,
950,104,889,
951,104,341,
952,104,335,
953,104,785,
954,104,1235,
955,104,1198,
956,105,491,80%-99%
957,105,475,30%-79%
958,105,476,30%-79%
959,105,68,30%-79%
960,105,338,30%-79%
961,105,10,5%-29%
962,106,724,80%-99%
963,106,23,80%-99%
964,106,116,80%-99%
965,106,56,80%-99%
966,106,655,80%-99%
967,106,37,80%-99%
968,106,871,80%-99%
969,106,259,5%-29%
970,106,362,5%-29%
971,106,229,5%-29%
972,106,802,1%-4%
973,106,1085,1%-4%
974,106,11,
975,107,115,
976,107,904,
977,107,360,
978,107,229,
979,109,514,80%-99%
980,109,515,80%-99%
981,109,788,80%-99%
982,109,748,80%-99%
983,109,204,80%-99%
984,109,256,80%-99%
985,109,210,80%-99%
986,109,1200,80%-99%
987,109,759,80%-99%
988,109,11,
989,110,11,
990,110,350,
991,111,1287,
992,111,11,
993,111,620,
994,111,434,
995,111,1292,
996,112,217,80%-99%
997,112,308,80%-99%
998,112,1190,80%-99%
999,112,409,80%-99%
1000,112,213,80%-99%
1001,112,214,80%-99%
1002,112,675,80%-99%
1003,112,529,80%-99%
1004,112,768,80%-99%
1005,112,761,80%-99%
1006,112,767,30%-79%
1007,112,698,30%-79%
1008,112,759,30%-79%
1009,112,417,5%-29%
1010,112,218,
1011,112,885,
1012,112,11,
1013,112,418,
1014,112,227,
1015,112,1194,
1016,112,1199,
1017,112,1200,
1018,112,810,
1019,112,1240,
1020,113,515,80%-99%
1021,113,820,80%-99%
1022,113,1095,80%-99%
1023,113,484,80%-99%
1024,113,634,30%-79%
1025,113,133,30%-79%
1026,113,151,5%-29%
1027,113,281,5%-29%
1028,113,286,5%-29%
1029,113,137,5%-29%
1030,113,298,5%-29%
1031,113,811,
1032,113,11,
1033,113,1215,
1034,114,115,
1035,115,434,30%-79%
1036,115,593,5%-29%
1037,115,1292,5%-29%
1038,115,29,5%-29%
1039,115,363,
1040,115,324,
1041,116,130,80%-99%
1042,116,63,80%-99%
1043,116,312,80%-99%
1044,116,351,80%-99%
1045,116,477,80%-99%
1046,116,4,80%-99%
1047,116,566,80%-99%
1048,116,613,80%-99%
1049,116,129,80%-99%
1050,116,158,80%-99%
1051,116,118,30%-79%
1052,116,151,30%-79%
1053,116,1153,30%-79%
1054,116,491,30%-79%
1055,116,9,30%-79%
1056,116,1050,30%-79%
1057,116,541,30%-79%
1058,116,80,30%-79%
1059,116,941,5%-29%
1060,116,6,5%-29%
1061,116,384,5%-29%
1062,116,577,5%-29%
1063,116,11,
1064,116,55,
1065,116,508,
1066,117,429,30%-79%
1067,117,621,30%-79%
1068,117,1033,30%-79%
1069,117,518,30%-79%
1070,117,968,30%-79%
1071,117,104,30%-79%
1072,117,122,30%-79%
1073,117,67,30%-79%
1074,117,4,30%-79%
1075,117,163,30%-79%
1076,117,1035,30%-79%
1077,117,156,30%-79%
1078,117,785,30%-79%
1079,117,1328,30%-79%
1080,117,1117,30%-79%
1081,117,1322,5%-29%
1082,117,53,5%-29%
1083,117,491,5%-29%
1084,117,643,5%-29%
1085,117,540,5%-29%
1086,117,805,5%-29%
1087,117,544,5%-29%
1088,117,80,5%-29%
1089,117,809,5%-29%
1090,117,627,5%-29%
1091,117,321,5%-29%
1092,117,930,1%-4%
1093,117,281,1%-4%
1094,117,418,1%-4%
1095,117,38,1%-4%
1096,117,11,
1097,117,477,
1098,117,9,
1099,117,710,
1100,117,39,
1101,117,961,
1102,117,484,
1103,117,43,
1104,117,129,
1105,123,11,
1106,123,303,
1107,123,331,
1108,126,49,30%-79%
1109,126,281,30%-79%
1110,126,63,30%-79%
1111,126,352,30%-79%
1112,126,491,30%-79%
1113,126,710,30%-79%
1114,126,54,30%-79%
1115,126,273,30%-79%
1116,126,612,30%-79%
1117,126,785,30%-79%
1118,126,44,30%-79%
1119,126,28,30%-79%
1120,126,1028,30%-79%
1121,126,449,5%-29%
1122,126,620,5%-29%
1123,126,1263,5%-29%
1124,126,310,5%-29%
1125,126,1153,5%-29%
1126,126,162,5%-29%
1127,126,102,5%-29%
1128,126,53,5%-29%
1129,126,66,5%-29%
1130,126,259,5%-29%
1131,126,92,5%-29%
1132,126,522,5%-29%
1133,126,419,5%-29%
1134,126,55,5%-29%
1135,126,265,5%-29%
1136,126,442,5%-29%
1137,126,37,5%-29%
1138,126,1076,5%-29%
1139,126,41,5%-29%
1140,126,436,5%-29%
1141,126,871,5%-29%
1142,126,981,5%-29%
1143,126,26,5%-29%
1144,126,81,5%-29%
1145,126,1156,5%-29%
1146,126,179,1%-4%
1147,126,33,1%-4%
1148,126,643,1%-4%
1149,126,504,1%-4%
1150,126,1152,1%-4%
1151,126,115,
1152,126,493,
1153,126,807,
1154,128,308,100%
1155,128,283,100%
1156,128,650,100%
1157,128,1106,80%-99%
1158,128,236,80%-99%
1159,128,56,80%-99%
1160,128,1260,80%-99%
1161,128,886,30%-79%
1162,128,522,30%-79%
1163,128,698,30%-79%
1164,128,699,30%-79%
1165,128,585,5%-29%
1166,128,108,5%-29%
1167,128,413,5%-29%
1168,128,277,5%-29%
1169,128,407,
1170,128,692,
1171,128,380,
1172,128,11,
1173,128,904,
1174,128,797,
1175,128,280,
1176,128,85,
1177,128,534,
1178,128,397,
1179,128,259,
1180,128,1181,
1181,128,889,
1182,128,261,
1183,128,504,
1184,128,471,
1185,128,296,
1186,128,584,
1187,128,265,
1188,128,341,
1189,128,753,
1190,128,570,
1191,128,229,
1192,128,335,
1193,128,646,
1194,128,168,
1195,128,40,
1196,128,1121,
1197,128,955,
1198,128,321,
1199,128,44,
1200,128,232,
1201,128,28,
1202,128,734,
1203,128,345,
1204,128,112,
1205,128,113,
1206,131,118,80%-99%
1207,131,941,5%-29%
1208,132,54,5%-29%
1209,132,56,5%-29%
1210,132,1423,
1211,132,291,
1212,132,115,
1213,132,1157,
1214,132,352,
1215,132,438,
1216,132,1162,
1217,132,26,
1218,132,1418,
1219,132,202,
1220,133,18,80%-99%
1221,133,9,80%-99%
1222,133,122,80%-99%
1223,133,493,80%-99%
1224,133,57,80%-99%
1225,133,479,30%-79%
1226,133,375,30%-79%
1227,133,118,5%-29%
1228,133,558,5%-29%
1229,133,293,5%-29%
1230,133,1379,5%-29%
1231,133,129,5%-29%
1232,133,11,
1233,134,723,80%-99%
1234,134,725,30%-79%
1235,134,118,5%-29%
1236,134,329,5%-29%
1237,134,55,5%-29%
1238,134,147,5%-29%
1239,136,18,30%-79%
1240,136,819,30%-79%
1241,136,609,30%-79%
1242,136,359,30%-79%
1243,136,1046,5%-29%
1244,136,6,5%-29%
1245,136,565,5%-29%
1246,136,25,5%-29%
1247,136,4,5%-29%
1248,136,508,5%-29%
1249,136,138,5%-29%
1250,136,543,5%-29%
1251,136,1338,5%-29%
1252,136,179,1%-4%
1253,136,1462,1%-4%
1254,137,151,80%-99%
1255,137,131,5%-29%
1256,137,1332,5%-29%
1257,138,811,80%-99%
1258,138,919,80%-99%
1259,138,130,80%-99%
1260,138,475,80%-99%
1261,138,1325,80%-99%
1262,138,916,30%-79%
1263,138,1232,30%-79%
1264,138,118,5%-29%
1265,138,594,5%-29%
1266,138,1322,5%-29%
1267,138,1468,5%-29%
1268,138,726,5%-29%
1269,138,592,5%-29%
1270,138,1376,5%-29%
1271,139,144,80%-99%
1272,139,1469,80%-99%
1273,139,27,30%-79%
1274,139,1499,30%-79%
1275,139,18,5%-29%
1276,139,1462,5%-29%
1277,139,1345,5%-29%
1278,139,486,5%-29%
1279,139,1297,5%-29%
1280,140,387,30%-79%
1281,140,375,30%-79%
1282,140,662,5%-29%
1283,140,4,5%-29%
1284,140,129,5%-29%
1285,140,158,5%-29%
1286,140,487,1%-4%
1287,140,395,1%-4%
1288,140,293,1%-4%
1289,140,402,1%-4%
1290,140,1327,1%-4%
1291,140,405,1%-4%
1292,140,11,
1293,140,1134,
1294,140,71,
1295,141,821,30%-79%
1296,141,69,30%-79%
1297,141,973,30%-79%
1298,141,338,30%-79%
1299,141,431,5%-29%
1300,141,57,1%-4%
1301,144,1480,30%-79%
1302,144,730,30%-79%
1303,144,9,30%-79%
1304,144,1258,30%-79%
1305,144,1035,30%-79%
1306,144,1118,30%-79%
1307,144,476,5%-29%
1308,144,475,1%-4%
1309,144,122,1%-4%
1310,144,1379,1%-4%
1311,144,663,1%-4%
1312,144,338,1%-4%
1313,144,484,
1314,144,691,
1315,145,114,30%-79%
1316,145,615,30%-79%
