,id disease,id symptom,rate
20267,1291,409,80%-99%
20268,1291,1347,80%-99%
20269,1291,3727,30%-79%
20270,1291,360,30%-79%
20271,1291,410,30%-79%
20272,1291,2282,30%-79%
20273,1291,1088,30%-79%
20274,1291,2555,30%-79%
20275,1291,1147,30%-79%
20276,1291,1851,
20277,1291,115,
20278,1291,11,
20279,1291,2187,
20280,1291,143,
20281,1291,224,
20282,1291,518,
20283,1291,3146,
20284,1291,785,
20285,1291,543,
20286,1291,961,
20287,1291,1328,
20288,1291,578,
20289,1291,2162,
20290,1291,202,
20291,1292,3672,80%-99%
20292,1292,1218,80%-99%
20293,1292,523,80%-99%
20294,1292,1334,80%-99%
20295,1292,535,5%-29%
20296,1292,541,5%-29%
20297,1292,321,5%-29%
20298,1292,115,
20299,1292,2463,
20300,1292,50,
20301,1292,4396,
20302,1292,1449,
20303,1293,270,80%-99%
20304,1293,3919,80%-99%
20305,1293,868,80%-99%
20306,1293,236,80%-99%
20307,1293,101,80%-99%
20308,1293,2385,80%-99%
20309,1293,86,80%-99%
20310,1293,240,80%-99%
20311,1293,56,80%-99%
20312,1293,318,80%-99%
20313,1293,39,80%-99%
20314,1293,253,80%-99%
20315,1293,675,80%-99%
20316,1293,87,80%-99%
20317,1293,709,80%-99%
20318,1293,1898,80%-99%
20319,1293,533,30%-79%
20320,1293,325,30%-79%
20321,1293,67,30%-79%
20322,1293,344,30%-79%
20323,1293,80,30%-79%
20324,1293,1763,30%-79%
20325,1293,406,5%-29%
20326,1293,350,5%-29%
20327,1293,643,5%-29%
20328,1293,287,5%-29%
20329,1293,696,5%-29%
20330,1293,37,5%-29%
20331,1293,434,5%-29%
20332,1293,1557,5%-29%
20333,1293,807,5%-29%
20334,1293,26,5%-29%
20335,1293,28,5%-29%
20336,1293,578,5%-29%
20337,1293,1246,
20338,1293,312,
20339,1293,821,
20340,1293,710,
20341,1293,695,
20342,1293,541,
20343,1293,362,
20344,1293,106,
20345,1293,588,
20346,1293,1260,
20347,1293,321,
20348,1293,3493,
20349,1293,1671,
20350,1293,2610,
20351,1293,29,
20352,1293,324,
20353,1295,4757,80%-99%
20354,1295,2146,80%-99%
20355,1295,785,80%-99%
20356,1295,1119,80%-99%
20357,1295,2289,30%-79%
20358,1295,4773,30%-79%
20359,1295,836,30%-79%
20360,1295,802,30%-79%
20361,1295,3664,30%-79%
20362,1295,54,30%-79%
20363,1295,827,30%-79%
20364,1295,695,30%-79%
20365,1295,497,30%-79%
20366,1295,4254,5%-29%
20367,1295,1953,5%-29%
20368,1295,804,5%-29%
20369,1295,4038,5%-29%
20370,1295,37,5%-29%
20371,1295,3043,5%-29%
20372,1295,432,1%-4%
20373,1295,524,1%-4%
20374,1295,56,1%-4%
20375,1295,26,1%-4%
20376,1295,2422,1%-4%
20377,1295,1404,
20378,1295,11,
20379,1295,49,
20380,1295,605,
20381,1295,824,
20382,1295,803,
20383,1295,35,
20384,1295,434,
20385,1296,3076,80%-99%
20386,1296,1150,80%-99%
20387,1296,357,80%-99%
20388,1296,56,80%-99%
20389,1296,696,80%-99%
20390,1296,336,80%-99%
20391,1296,26,30%-79%
20392,1296,302,30%-79%
20393,1296,665,5%-29%
20394,1296,1002,
20395,1296,53,
20396,1296,2199,
20397,1296,54,
20398,1296,3704,
20399,1296,1268,
20400,1296,458,
20401,1296,2151,
20402,1296,1024,
20403,1296,2541,
20404,1296,324,
20405,1298,1,80%-99%
20406,1298,1504,80%-99%
20407,1298,2778,80%-99%
20408,1298,593,30%-79%
20409,1298,128,30%-79%
20410,1298,2227,5%-29%
20411,1298,4537,5%-29%
20412,1298,173,1%-4%
20413,1298,3686,1%-4%
20414,1298,115,
20415,1298,4699,
20416,1298,1833,
20417,1298,4145,
20418,1300,11,
20419,1300,1069,
20420,1300,855,
20421,1300,572,
20422,1300,2939,
20423,1300,4216,
20424,1300,3754,
20425,1302,3389,80%-99%
20426,1302,1152,30%-79%
20427,1302,2236,5%-29%
20428,1302,2692,5%-29%
20429,1302,2551,5%-29%
20430,1302,424,1%-4%
20431,1302,115,
20432,1302,26,
20433,1302,1961,
20434,1303,33,
20435,1303,115,
20436,1303,3666,
20437,1303,612,
20438,1303,962,
20439,1303,321,
20440,1304,33,
20441,1304,115,
20442,1304,308,
20443,1304,56,
20444,1304,434,
20445,1304,647,
20446,1304,1695,
20447,1304,302,
20448,1305,2809,
20449,1305,11,
20450,1305,419,
20451,1305,56,
20452,1305,36,
20453,1305,109,
20454,1305,28,
20455,1308,1782,80%-99%
20456,1308,273,5%-29%
20457,1308,390,1%-4%
20458,1308,763,
20459,1308,2660,
20460,1308,115,
20461,1308,11,
20462,1308,97,
20463,1308,236,
20464,1308,1796,
20465,1308,80,
20466,1308,721,
20467,1308,4327,
20468,1308,714,
20469,1309,1782,100%
20470,1309,1859,80%-99%
20471,1309,2660,80%-99%
20472,1309,4327,80%-99%
20473,1309,390,30%-79%
20474,1309,11,
20475,1309,97,
20476,1309,721,
20477,1309,714,
20478,1311,1815,1%-4%
20479,1311,940,
20480,1311,705,
20481,1311,11,
20482,1311,3064,
20483,1311,4757,
20484,1311,2839,
20485,1311,2294,
20486,1311,2146,
20487,1311,2158,
20488,1311,1564,
20489,1311,351,
20490,1311,397,
20491,1311,1170,
20492,1311,13,
20493,1311,259,
20494,1311,104,
20495,1311,67,
20496,1311,357,
20497,1311,2524,
20498,1311,2047,
20499,1311,54,
20500,1311,3500,
20501,1311,609,
20502,1311,4,
20503,1311,890,
20504,1311,261,
20505,1311,273,
20506,1311,1794,
20507,1311,71,
20508,1311,1631,
20509,1311,288,
20510,1311,265,
20511,1311,696,
20512,1311,229,
20513,1311,1088,
20514,1311,434,
20515,1311,613,
20516,1311,298,
20517,1311,574,
20518,1311,1719,
20519,1311,679,
20520,1311,1833,
20521,1311,110,
20522,1311,1854,
20523,1311,26,
20524,1311,233,
20525,1311,302,
20526,1311,413,
20527,1311,1262,
20528,1311,3809,
20529,1311,1559,
20530,1311,1119,
20531,1311,29,
20532,1311,1421,
20533,1312,279,30%-79%
20534,1312,1762,30%-79%
20535,1312,288,30%-79%
20536,1312,689,30%-79%
20537,1312,426,
20538,1312,1541,
20539,1312,919,
20540,1312,2818,
20541,1312,11,
20542,1312,247,
20543,1312,1093,
20544,1312,308,
20545,1312,272,
20546,1312,583,
20547,1312,3501,
20548,1312,3233,
20549,1312,294,
20550,1312,510,
20551,1312,351,
20552,1312,564,
20553,1312,3951,
20554,1312,2208,
20555,1312,522,
20556,1312,643,
20557,1312,261,
20558,1312,273,
20559,1312,1194,
20560,1312,3247,
20561,1312,4309,
20562,1312,3652,
20563,1312,585,
20564,1312,1266,
20565,1312,586,
20566,1312,334,
20567,1312,93,
20568,1312,1547,
20569,1312,1210,
20570,1312,4246,
20571,1312,1707,
20572,1312,299,
20573,1312,577,
20574,1312,955,
20575,1312,1261,
20576,1312,3125,
20577,1312,1197,
20578,1312,1198,
20579,1312,647,
20580,1312,232,
20581,1312,3961,
20582,1312,3328,
20583,1312,4307,
20584,1312,413,
20585,1312,3363,
20586,1312,3997,
20587,1312,3364,
20588,1312,3282,
20589,1312,113,
20590,1312,2152,
20591,1312,1602,
20592,1312,1774,
20593,1313,273,80%-99%
20594,1313,2664,80%-99%
20595,1313,715,30%-79%
20596,1313,547,30%-79%
20597,1313,1120,5%-29%
20598,1313,2074,5%-29%
20599,1313,243,5%-29%
20600,1313,28,5%-29%
20601,1313,269,5%-29%
20602,1313,1108,
20603,1313,1464,
20604,1313,380,
20605,1313,11,
20606,1313,793,
20607,1313,533,
20608,1313,292,
20609,1313,85,
20610,1313,67,
20611,1313,2526,
20612,1313,1710,
20613,1313,655,
20614,1313,229,
20615,1313,527,
20616,1313,700,
20617,1313,94,
20618,1313,1857,
20619,1313,714,
20620,1313,649,
20621,1313,368,
20622,1313,113,
20623,1314,724,80%-99%
20624,1314,1197,80%-99%
20625,1314,1609,30%-79%
20626,1314,1589,30%-79%
20627,1314,1723,30%-79%
20628,1314,345,30%-79%
20629,1314,115,
20630,1314,3606,
20631,1314,93,
20632,1315,352,80%-99%
20633,1315,54,80%-99%
20634,1315,304,30%-79%
20635,1315,2439,30%-79%
20636,1315,821,5%-29%
20637,1315,1008,5%-29%
20638,1315,1410,5%-29%
20639,1315,4077,5%-29%
20640,1315,26,5%-29%
20641,1316,2737,80%-99%
20642,1316,3086,80%-99%
20643,1316,2334,30%-79%
20644,1316,695,30%-79%
20645,1316,77,30%-79%
20646,1316,457,30%-79%
20647,1316,1090,30%-79%
20648,1316,2157,30%-79%
20649,1316,4254,5%-29%
20650,1316,2342,5%-29%
20651,1316,964,5%-29%
20652,1316,990,5%-29%
20653,1316,2199,5%-29%
20654,1316,4256,5%-29%
20655,1316,4236,5%-29%
20656,1316,4257,5%-29%
20657,1316,68,5%-29%
20658,1316,1953,5%-29%
20659,1316,4258,5%-29%
20660,1316,1794,5%-29%
20661,1316,1014,5%-29%
20662,1316,1367,5%-29%
20663,1316,942,5%-29%
20664,1316,304,5%-29%
20665,1316,1652,5%-29%
20666,1316,2712,5%-29%
20667,1316,37,5%-29%
20668,1316,2438,5%-29%
20669,1316,4259,5%-29%
20670,1316,2331,5%-29%
20671,1316,2927,5%-29%
20672,1316,1079,5%-29%
20673,1316,28,5%-29%
20674,1316,81,5%-29%
20675,1316,3067,5%-29%
20676,1316,3043,5%-29%
20677,1316,2989,5%-29%
20678,1316,34,1%-4%
20679,1317,929,80%-99%
20680,1317,919,80%-99%
20681,1317,130,80%-99%
20682,1317,1928,80%-99%
20683,1317,3407,80%-99%
20684,1317,1334,30%-79%
20685,1319,2206,
20686,1320,2146,80%-99%
20687,1320,2049,80%-99%
20688,1320,510,80%-99%
20689,1320,352,80%-99%
20690,1320,964,30%-79%
20691,1320,54,30%-79%
20692,1320,56,30%-79%
20693,1320,940,5%-29%
20694,1320,1910,5%-29%
20695,1320,1120,5%-29%
20696,1320,348,5%-29%
20697,1320,1000,5%-29%
20698,1320,2489,5%-29%
20699,1320,2509,5%-29%
20700,1320,2305,5%-29%
20701,1320,643,5%-29%
20702,1320,696,5%-29%
20703,1320,37,5%-29%
20704,1320,39,5%-29%
20705,1320,1995,5%-29%
20706,1320,1917,5%-29%
20707,1320,668,5%-29%
20708,1320,302,5%-29%
20709,1320,2495,5%-29%
20710,1320,29,5%-29%
20711,1321,352,30%-79%
20712,1321,966,30%-79%
20713,1321,54,30%-79%
20714,1321,35,30%-79%
20715,1321,805,30%-79%
20716,1321,56,30%-79%
20717,1321,497,30%-79%
20718,1321,1397,30%-79%
20719,1321,557,5%-29%
20720,1321,2332,5%-29%
20721,1321,4795,5%-29%
20722,1321,836,5%-29%
20723,1321,98,5%-29%
20724,1321,1038,5%-29%
20725,1321,432,5%-29%
20726,1321,154,5%-29%
20727,1321,874,5%-29%
20728,1321,68,5%-29%
20729,1321,643,5%-29%
20730,1321,942,5%-29%
20731,1321,228,5%-29%
20732,1321,75,5%-29%
20733,1321,2436,5%-29%
20734,1321,37,5%-29%
20735,1321,229,5%-29%
20736,1321,434,5%-29%
20737,1321,3967,5%-29%
20738,1321,946,5%-29%
20739,1321,298,5%-29%
20740,1321,1023,5%-29%
20741,1321,1995,5%-29%
20742,1321,1090,5%-29%
20743,1321,964,
20744,1321,281,
20745,1321,2521,
20746,1321,1719,
20747,1321,1874,
20748,1322,487,80%-99%
20749,1322,68,80%-99%
20750,1322,1174,80%-99%
20751,1322,1644,80%-99%
20752,1322,321,80%-99%
20753,1322,2183,30%-79%
20754,1322,426,30%-79%
20755,1322,1959,30%-79%
20756,1322,1390,30%-79%
20757,1322,108,30%-79%
20758,1322,880,30%-79%
20759,1322,367,30%-79%
20760,1322,425,5%-29%
20761,1322,879,5%-29%
20762,1322,3961,5%-29%
20763,1322,982,
20764,1322,1970,
20765,1322,427,
20766,1322,826,
20767,1322,304,
20768,1322,26,
20769,1322,422,
20770,1322,1874,
20771,1323,115,
20772,1323,2706,
20773,1323,1903,
20774,1326,2307,80%-99%
20775,1326,662,80%-99%
20776,1326,1092,80%-99%
20777,1326,1654,80%-99%
20778,1326,1672,80%-99%
20779,1326,328,80%-99%
20780,1326,4233,80%-99%
20781,1326,329,80%-99%
20782,1326,1429,80%-99%
20783,1326,86,80%-99%
20784,1326,56,80%-99%
20785,1326,1730,80%-99%
20786,1326,44,80%-99%
20787,1326,1382,80%-99%
20788,1326,1729,80%-99%
20789,1326,558,30%-79%
20790,1326,1756,30%-79%
20791,1326,2808,30%-79%
20792,1326,300,30%-79%
20793,1326,28,30%-79%
20794,1326,1046,5%-29%
20795,1326,272,5%-29%
20796,1326,2118,5%-29%
20797,1326,351,5%-29%
20798,1326,284,5%-29%
20799,1326,163,5%-29%
20800,1326,1501,5%-29%
20801,1326,2537,5%-29%
20802,1326,2582,5%-29%
20803,1326,1044,5%-29%
20804,1326,852,
20805,1326,11,
20806,1326,685,
20807,1326,3051,
20808,1327,982,80%-99%
20809,1327,2118,80%-99%
20810,1327,4,80%-99%
20811,1327,228,80%-99%
20812,1327,37,80%-99%
20813,1327,26,80%-99%
20814,1327,1483,80%-99%
20815,1327,158,80%-99%
20816,1327,1119,80%-99%
20817,1327,153,30%-79%
20818,1327,2289,5%-29%
20819,1327,1149,
20820,1327,2751,
20821,1327,115,
20822,1327,2723,
20823,1327,1002,
20824,1327,985,
20825,1327,451,
20826,1327,53,
20827,1327,801,
20828,1327,1039,
20829,1327,521,
20830,1327,35,
20831,1327,4439,
20832,1327,542,
20833,1327,442,
20834,1327,1016,
20835,1327,1017,
20836,1327,458,
20837,1327,1414,
20838,1327,60,
20839,1327,981,
20840,1327,667,
20841,1327,669,
20842,1327,1997,
20843,1328,1148,
20844,1328,115,
20845,1328,11,
20846,1328,2723,
20847,1328,4836,
20848,1328,2834,
20849,1328,4837,
20850,1328,1170,
20851,1328,53,
20852,1328,54,
20853,1328,71,
20854,1328,878,
20855,1328,695,
20856,1328,1087,
20857,1328,37,
20858,1328,26,
20859,1328,28,
20860,1328,668,
20861,1328,1082,
20862,1330,1400,
20863,1330,115,
20864,1331,118,80%-99%
20865,1331,2706,80%-99%
20866,1331,2701,5%-29%
20867,1331,1379,5%-29%
20868,1331,1332,5%-29%
20869,1331,508,5%-29%
20870,1331,945,5%-29%
20871,1331,4156,5%-29%
20872,1331,4142,5%-29%
20873,1331,338,5%-29%
20874,1331,115,
20875,1331,1903,
20876,1332,924,
20877,1332,1431,
20878,1332,1403,
20879,1332,115,
20880,1333,1970,
20881,1333,11,
20882,1333,13,
20883,1333,104,
20884,1333,630,
20885,1333,4597,
20886,1333,2,
20887,1333,4,
20888,1333,597,
20889,1333,3384,
20890,1333,980,
20891,1333,1880,
20892,1334,120,80%-99%
20893,1334,5,80%-99%
20894,1334,122,30%-79%
20895,1334,1469,30%-79%
20896,1334,118,5%-29%
20897,1334,1319,5%-29%
20898,1334,1379,5%-29%
20899,1336,1693,5%-29%
20900,1336,115,
20901,1336,308,
20902,1336,508,
20903,1336,647,
20904,1336,810,
20905,1336,28,
20906,1337,347,
20907,1337,115,
20908,1338,120,30%-79%
20909,1338,134,30%-79%
20910,1338,956,30%-79%
20911,1338,135,30%-79%
20912,1338,2447,30%-79%
20913,1338,13,30%-79%
20914,1338,630,30%-79%
20915,1338,4,30%-79%
20916,1338,1880,30%-79%
20917,1338,615,30%-79%
20918,1338,940,5%-29%
20919,1338,3064,5%-29%
20920,1338,6,5%-29%
20921,1338,1788,5%-29%
20922,1338,624,5%-29%
20923,1338,626,5%-29%
20924,1338,3844,5%-29%
20925,1338,1469,5%-29%
20926,1338,26,5%-29%
20927,1338,366,5%-29%
20928,1338,129,5%-29%
20929,1338,4055,1%-4%
20930,1345,798,30%-79%
20931,1345,2196,30%-79%
20932,1345,3036,30%-79%
20933,1345,717,5%-29%
20934,1345,571,5%-29%
20935,1345,1397,5%-29%
20936,1345,1321,1%-4%
20937,1345,900,1%-4%
20938,1345,117,1%-4%
20939,1345,1162,1%-4%
20940,1345,304,1%-4%
20941,1345,115,
20942,1345,11,
20943,1345,3545,
20944,1346,397,80%-99%
20945,1346,1617,80%-99%
20946,1346,536,80%-99%
20947,1346,296,80%-99%
20948,1346,3848,80%-99%
20949,1346,335,80%-99%
20950,1346,4160,80%-99%
20951,1346,243,80%-99%
20952,1346,1401,30%-79%
20953,1346,100,30%-79%
20954,1346,334,30%-79%
20955,1346,1648,30%-79%
20956,1346,654,30%-79%
20957,1346,321,30%-79%
20958,1346,1197,30%-79%
20959,1346,1078,30%-79%
20960,1346,2904,5%-29%
20961,1346,655,5%-29%
20962,1346,353,
20963,1346,318,
20964,1347,2712,80%-99%
20965,1347,94,80%-99%
20966,1347,4844,80%-99%
20967,1347,1108,30%-79%
20968,1347,380,30%-79%
20969,1347,236,30%-79%
20970,1347,3507,30%-79%
20971,1347,102,30%-79%
20972,1347,261,30%-79%
20973,1347,362,30%-79%
20974,1347,37,30%-79%
20975,1347,229,30%-79%
20976,1347,955,30%-79%
20977,1347,1079,30%-79%
20978,1347,301,30%-79%
20979,1347,112,30%-79%
20980,1347,3261,5%-29%
20981,1347,3998,5%-29%
20982,1347,1527,5%-29%
20983,1347,890,5%-29%
20984,1347,273,5%-29%
20985,1347,2063,5%-29%
20986,1347,1643,5%-29%
20987,1347,108,5%-29%
20988,1347,4003,5%-29%
20989,1347,1269,5%-29%
20990,1347,302,5%-29%
20991,1347,1558,5%-29%
20992,1347,269,5%-29%
20993,1347,61,
20994,1347,11,
20995,1347,104,
20996,1347,56,
20997,1347,113,
20998,1349,1464,
20999,1349,11,
21000,1349,351,
21001,1350,1953,80%-99%
21002,1350,39,80%-99%
21003,1350,83,30%-79%
21004,1350,33,30%-79%
21005,1350,54,30%-79%
21006,1350,643,30%-79%
21007,1350,3739,30%-79%
21008,1350,40,30%-79%
21009,1350,1384,5%-29%
21010,1350,557,5%-29%
21011,1350,965,5%-29%
21012,1350,116,5%-29%
21013,1350,524,5%-29%
21014,1350,4505,5%-29%
21015,1350,2533,5%-29%
21016,1350,933,5%-29%
21017,1350,373,5%-29%
21018,1350,57,5%-29%
21019,1350,363,5%-29%
21020,1350,848,5%-29%
21021,1350,2415,5%-29%
21022,1350,11,
21023,1350,1596,
21024,1350,65,
21025,1350,2487,
21026,1350,67,
21027,1350,710,
21028,1350,4,
21029,1350,960,
21030,1350,2642,
21031,1350,1499,
21032,1350,909,
21033,1350,26,
21034,1350,44,
21035,1350,726,
21036,1350,129,
21037,1350,2009,
21038,1350,1421,
21039,1350,619,
21040,1352,560,80%-99%
21041,1352,280,80%-99%
21042,1352,281,80%-99%
21043,1352,1630,80%-99%
21044,1352,1106,80%-99%
21045,1352,351,80%-99%
21046,1352,56,80%-99%
21047,1352,228,80%-99%
21048,1352,37,80%-99%
21049,1352,229,80%-99%
21050,1352,954,80%-99%
21051,1352,1848,80%-99%
21052,1352,2184,80%-99%
21053,1352,1870,80%-99%
21054,1352,28,80%-99%
21055,1352,328,30%-79%
21056,1352,3259,30%-79%
21057,1352,1693,30%-79%
21058,1352,102,30%-79%
21059,1352,331,30%-79%
21060,1352,523,30%-79%
21061,1352,287,30%-79%
21062,1352,654,30%-79%
21063,1352,873,30%-79%
21064,1352,3619,5%-29%
21065,1352,321,5%-29%
21066,1352,538,1%-4%
21067,1352,1737,
21068,1352,407,
21069,1352,1083,
21070,1352,11,
21071,1352,533,
21072,1352,824,
21073,1352,836,
21074,1352,100,
21075,1352,867,
21076,1352,1701,
21077,1352,236,
21078,1352,1565,
21079,1352,353,
21080,1352,1702,
21081,1352,224,
21082,1352,91,
21083,1352,116,
21084,1352,1354,
21085,1352,261,
21086,1352,238,
21087,1352,1012,
21088,1352,685,
21089,1352,263,
21090,1352,265,
21091,1352,334,
21092,1352,2675,
21093,1352,775,
21094,1352,1115,
21095,1352,1746,
21096,1352,1327,
21097,1352,299,
21098,1352,719,
21099,1352,871,
21100,1352,2132,
21101,1352,26,
21102,1352,2579,
21103,1352,301,
21104,1352,702,
21105,1352,366,
21106,1352,302,
21107,1352,244,
21108,1354,724,80%-99%
21109,1354,1120,80%-99%
21110,1354,1595,80%-99%
21111,1354,90,80%-99%
21112,1354,1630,80%-99%
21113,1354,236,80%-99%
21114,1354,144,80%-99%
21115,1354,821,80%-99%
21116,1354,69,80%-99%
21117,1354,35,80%-99%
21118,1354,524,80%-99%
21119,1354,56,80%-99%
21120,1354,541,80%-99%
21121,1354,361,80%-99%
21122,1354,2951,80%-99%
21123,1354,289,80%-99%
21124,1354,37,80%-99%
21125,1354,229,80%-99%
21126,1354,1648,80%-99%
21127,1354,3308,80%-99%
21128,1354,80,80%-99%
21129,1354,133,80%-99%
21130,1354,321,80%-99%
21131,1354,95,80%-99%
21132,1354,501,80%-99%
21133,1354,1602,80%-99%
21134,1354,1083,
21135,1354,11,
21136,1354,4811,
21137,1354,1553,
21138,1354,1848,
21139,1354,110,
21140,1355,2869,80%-99%
21141,1355,1945,80%-99%
21142,1355,2222,80%-99%
21143,1355,1421,80%-99%
21144,1355,3591,80%-99%
21145,1355,3283,30%-79%
21146,1355,350,30%-79%
21147,1355,1407,30%-79%
21148,1355,3689,30%-79%
21149,1355,3022,30%-79%
21150,1355,1292,30%-79%
21151,1355,2535,5%-29%
21152,1355,2223,5%-29%
21153,1355,115,
21154,1355,1930,
21155,1355,3024,
21156,1355,29,
21157,1356,1603,30%-79%
21158,1356,303,30%-79%
21159,1356,1170,30%-79%
21160,1356,491,30%-79%
21161,1356,562,30%-79%
21162,1356,710,30%-79%
21163,1356,54,30%-79%
21164,1356,237,30%-79%
21165,1356,1762,30%-79%
21166,1356,1012,30%-79%
21167,1356,2526,30%-79%
21168,1356,229,30%-79%
21169,1356,1115,30%-79%
21170,1356,3346,30%-79%
21171,1356,2438,30%-79%
21172,1356,1088,30%-79%
21173,1356,420,30%-79%
21174,1356,94,30%-79%
21175,1356,1447,30%-79%
21176,1356,714,30%-79%
21177,1356,3087,30%-79%
21178,1356,2164,30%-79%
21179,1356,429,5%-29%
21180,1356,3912,5%-29%
21181,1356,3229,5%-29%
21182,1356,38,5%-29%
21183,1356,2556,5%-29%
21184,1356,2557,5%-29%
21185,1356,793,1%-4%
21186,1356,67,1%-4%
21187,1356,261,1%-4%
21188,1356,1206,1%-4%
21189,1356,251,1%-4%
21190,1356,713,1%-4%
21191,1356,2700,1%-4%
21192,1356,301,1%-4%
21193,1356,2574,1%-4%
21194,1356,115,
21195,1356,56,
21196,1356,39,
21197,1357,940,80%-99%
21198,1357,89,80%-99%
21199,1357,1733,80%-99%
21200,1357,2215,80%-99%
21201,1357,561,80%-99%
21202,1357,400,80%-99%
21203,1357,3225,80%-99%
21204,1357,87,80%-99%
21205,1357,97,30%-79%
21206,1357,825,30%-79%
21207,1357,355,30%-79%
21208,1357,2160,30%-79%
21209,1357,1728,30%-79%
21210,1357,115,
21211,1357,265,
21212,1358,644,80%-99%
21213,1358,1493,80%-99%
21214,1358,2310,80%-99%
21215,1358,1617,80%-99%
21216,1358,354,80%-99%
21217,1358,355,80%-99%
21218,1358,2184,80%-99%
21219,1358,636,80%-99%
21220,1358,234,30%-79%
21221,1358,561,30%-79%
21222,1358,259,30%-79%
21223,1358,1762,30%-79%
21224,1358,714,30%-79%
21225,1358,1728,30%-79%
21226,1358,1711,30%-79%
21227,1358,269,30%-79%
21228,1358,102,5%-29%
21229,1358,1607,5%-29%
21230,1358,1677,5%-29%
21231,1358,107,5%-29%
21232,1358,302,5%-29%
21233,1358,4882,1%-4%
21234,1358,97,1%-4%
21235,1358,397,1%-4%
21236,1358,400,1%-4%
21237,1358,3976,1%-4%
21238,1358,4881,1%-4%
21239,1358,11,
21240,1358,87,
21241,1359,84,80%-99%
21242,1359,273,80%-99%
21243,1359,3888,80%-99%
21244,1359,37,80%-99%
21245,1359,93,80%-99%
21246,1359,85,30%-79%
21247,1359,1860,30%-79%
21248,1359,54,30%-79%
21249,1359,383,30%-79%
21250,1359,56,30%-79%
21251,1359,95,30%-79%
21252,1359,1397,30%-79%
21253,1359,4305,30%-79%
21254,1359,1781,5%-29%
21255,1359,1782,5%-29%
21256,1359,1108,
21257,1359,503,
21258,1359,1732,
21259,1359,114,
21260,1359,1127,
21261,1359,11,
21262,1359,1603,
21263,1359,100,
21264,1359,292,
21265,1359,3619,
21266,1359,1123,
21267,1359,229,
21268,1359,527,
21269,1359,846,
21270,1359,307,
21271,1359,1871,
21272,1361,83,80%-99%
21273,1361,3049,80%-99%
21274,1361,44,80%-99%
21275,1361,86,5%-29%
21276,1361,56,5%-29%
21277,1361,2576,
21278,1361,11,
21279,1361,1122,
21280,1361,3794,
21281,1361,1730,
21282,1361,202,
21283,1362,115,
21284,1362,2888,
21285,1362,4188,
21286,1362,1297,
21287,1362,2550,
21288,1365,2203,30%-79%
21289,1365,1035,30%-79%
21290,1365,4143,30%-79%
21291,1365,118,5%-29%
21292,1365,1935,5%-29%
21293,1365,4013,5%-29%
21294,1365,4554,5%-29%
21295,1365,1306,5%-29%
21296,1365,2690,5%-29%
21297,1365,840,5%-29%
21298,1365,131,5%-29%
21299,1365,1455,5%-29%
21300,1365,125,5%-29%
21301,1365,3173,
21302,1365,479,
21303,1365,1903,
21304,1365,691,
21305,1368,115,
21306,1368,1903,
21307,1368,4535,
21308,1369,3280,80%-99%
21309,1369,1740,80%-99%
21310,1369,240,80%-99%
21311,1369,277,80%-99%
21312,1369,473,80%-99%
21313,1369,286,30%-79%
21314,1369,485,30%-79%
21315,1369,1377,5%-29%
21316,1369,496,5%-29%
21317,1369,646,5%-29%
21318,1369,796,
21319,1369,2660,
21320,1369,115,
21321,1369,383,
21322,1369,471,
21323,1369,1713,
21324,1370,2369,80%-99%
21325,1370,3546,80%-99%
21326,1370,1058,80%-99%
21327,1370,4078,80%-99%
21328,1370,2292,80%-99%
21329,1370,2703,5%-29%
21330,1374,115,
21331,1374,1326,
21332,1374,1545,
21333,1374,4767,
21334,1377,533,80%-99%
21335,1377,283,80%-99%
21336,1377,1677,80%-99%
21337,1377,288,80%-99%
21338,1377,542,80%-99%
21339,1377,636,80%-99%
21340,1377,345,80%-99%
21341,1377,727,80%-99%
21342,1377,2345,80%-99%
21343,1377,368,80%-99%
21344,1377,269,80%-99%
21345,1377,872,80%-99%
21346,1377,3055,30%-79%
21347,1377,100,30%-79%
21348,1377,259,30%-79%
21349,1377,282,30%-79%
21350,1377,643,30%-79%
21351,1377,35,30%-79%
21352,1377,56,30%-79%
21353,1377,287,30%-79%
21354,1377,1608,30%-79%
21355,1377,1728,30%-79%
21356,1377,783,5%-29%
21357,1377,236,5%-29%
21358,1377,286,5%-29%
21359,1377,2951,5%-29%
21360,1377,40,5%-29%
21361,1377,654,5%-29%
21362,1377,115,
21363,1377,92,
21364,1379,1943,80%-99%
21365,1379,533,80%-99%
21366,1379,802,80%-99%
21367,1379,1762,80%-99%
21368,1379,655,80%-99%
21369,1379,80,80%-99%
21370,1379,1091,80%-99%
21371,1379,1763,80%-99%
21372,1379,28,30%-79%
21373,1379,96,5%-29%
21374,1379,273,5%-29%
21375,1379,1760,5%-29%
21376,1379,1222,
21377,1379,11,
21378,1379,751,
21379,1379,269,
21380,1380,1222,
21381,1380,114,
21382,1380,278,
21383,1380,115,
21384,1380,533,
21385,1380,97,
21386,1380,280,
21387,1380,236,
21388,1380,397,
21389,1380,842,
21390,1380,259,
21391,1380,67,
21392,1380,710,
21393,1380,643,
21394,1380,711,
21395,1380,624,
21396,1380,56,
21397,1380,695,
21398,1380,360,
21399,1380,288,
21400,1380,265,
21401,1380,37,
21402,1380,334,
21403,1380,229,
21404,1380,93,
21405,1380,785,
21406,1380,39,
21407,1380,527,
21408,1380,707,
21409,1380,701,
21410,1380,1338,
21411,1380,80,
21412,1380,253,
